         2321360 function calls (2294717 primitive calls) in 0.646 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
       22    0.000    0.000    0.000    0.000 frame.py:4848(_set_item_mgr)
       44    0.000    0.000    0.000    0.000 blocks.py:2146(array_values)
       74    0.000    0.000    0.000    0.000 series.py:827(array)
       70    0.000    0.000    0.000    0.000 masked.py:133(_simple_new)
       12    0.000    0.000    0.000    0.000 series.py:5134(rename)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       21    0.000    0.000    0.001    0.000 boolean.py:381(_coerce_to_array)
      2/1    0.000    0.000    0.052    0.052 request.py:496(open)
       24    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      237    0.000    0.000    0.000    0.000 coreviews.py:280(__init__)
      224    0.000    0.000    0.000    0.000 coreviews.py:44(__init__)
       12    0.000    0.000    0.000    0.000 format.py:582(_calc_max_cols_fitted)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        2    0.000    0.000    0.000    0.000 filters.py:67(__init__)
        1    0.000    0.000    0.000    0.000 tree.py:155(__print_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:478(__init__)
       14    0.000    0.000    0.000    0.000 node.py:164(update_successors)
    16/14    0.000    0.000    0.000    0.000 functools.py:979(__get__)
        4    0.000    0.000    0.000    0.000 masked.py:365(__setitem__)
       48    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       63    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
      192    0.000    0.000    0.000    0.000 string_.py:173(storage)
       74    0.000    0.000    0.000    0.000 indexing.py:159(iloc)
       36    0.000    0.000    0.000    0.000 managers.py:1584(<genexpr>)
        1    0.000    0.000    0.025    0.025 request.py:687(http_error_302)
      138    0.000    0.000    0.000    0.000 utils.py:432(<genexpr>)
       63    0.000    0.000    0.000    0.000 base.py:2018(view)
      150    0.000    0.000    0.000    0.000 utils.py:425(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:1965(_consolidate_check)
       24    0.000    0.000    0.000    0.000 printing.py:205(as_escaped_string)
        1    0.000    0.000    0.014    0.014 readers.py:916(read_table)
       25    0.000    0.000    0.001    0.000 gzip.py:326(read1)
      2/1    0.000    0.000    0.000    0.000 _parser.py:452(_parse_sub)
       59    0.000    0.000    0.000    0.000 blocks.py:173(_can_consolidate)
        1    0.000    0.000    0.352    0.352 graph.py:1527(parse)
       12    0.000    0.000    0.000    0.000 base.py:1849(_get_default_index_names)
        9    0.000    0.000    0.000    0.000 numeric.py:259(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:674(uuid1)
       42    0.000    0.000    0.000    0.000 message.py:511(set_raw)
      222    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       22    0.000    0.000    0.000    0.000 astype.py:252(astype_is_view)
      150    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       21    0.000    0.000    0.000    0.000 _utils.py:27(to_numpy_dtype_inference)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       12    0.000    0.000    0.000    0.000 range.py:272(_data)
       15    0.000    0.000    0.000    0.000 tree.py:382(create_node)
       12    0.000    0.000    0.000    0.000 format.py:593(_calc_max_rows_fitted)
        1    0.000    0.000    0.002    0.002 readers.py:1871(_make_engine)
       24    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 managers.py:1975(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 convert.py:186(to_dict_of_lists)
       56    0.000    0.000    0.000    0.000 inference.py:226(is_array_like)
       36    0.000    0.000    0.000    0.000 components.py:249(run_checks)
       12    0.000    0.000    0.001    0.000 series.py:1025(_get_rows_with_mask)
       27    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 _batch_writer.py:132(__init__)
       24    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
       28    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 _core.py:81(__init__)
       41    0.000    0.000    0.000    0.000 construction.py:757(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       42    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       44    0.000    0.000    0.000    0.000 dtypes.py:1527(__init__)
        2    0.000    0.000    0.000    0.000 graph.py:520(__init__)
       34    0.000    0.000    0.000    0.000 frame.py:4933(_ensure_valid_index)
       91    0.000    0.000    0.000    0.000 util.py:539(_coalesce)
        5    0.000    0.000    0.000    0.000 glob.py:105(_glob1)
      144    0.000    0.000    0.000    0.000 array.py:35(dtype)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        2    0.000    0.000    0.014    0.007 _batch_writer.py:840(flush)
        1    0.000    0.000    0.000    0.000 _get_writer.py:61(get_writer)
       81    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       37    0.000    0.000    0.001    0.000 series.py:5946(memory_usage)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       25    0.000    0.000    0.000    0.000 nanops.py:485(nanany)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       22    0.000    0.000    0.000    0.000 __init__.py:209(findall)
       70    0.000    0.000    0.000    0.000 notation3.py:1595(uriOf)
       24    0.000    0.000    0.000    0.000 common.py:1600(_is_dtype)
       74    0.000    0.000    0.000    0.000 managers.py:2475(<lambda>)
        2    0.000    0.000    0.019    0.009 client.py:296(_read_status)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       48    0.000    0.000    0.000    0.000 frame.py:1673(__len__)
       12    0.000    0.000    0.000    0.000 series.py:632(_constructor_expanddim_from_mgr)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.002    0.002 readers.py:1600(__init__)
       12    0.000    0.000    0.000    0.000 indexing.py:2647(check_bool_indexer)
       18    0.000    0.000    0.000    0.000 base.py:612(_dtype_to_subclass)
       21    0.000    0.000    0.000    0.000 dtypes.py:146(check)
       15    0.000    0.000    0.001    0.000 constructor.py:215(construct_mapping)
        1    0.000    0.000    0.000    0.000 util.py:609(_iri2uri)
       36    0.000    0.000    0.000    0.000 array.py:287(run_parsers)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       88    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 numeric.py:137(_coerce_to_data_and_mask)
       37    0.000    0.000    0.000    0.000 frame.py:5521(predicate)
        2    0.000    0.000    0.000    0.000 graph.py:1794(subgraph)
       34    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 base.py:3656(get_indexer)
       19    0.000    0.000    0.000    0.000 common.py:610(is_string_dtype)
       40    0.000    0.000    0.000    0.000 gzip.py:430(_read_exact)
        1    0.000    0.000    0.000    0.000 container.py:364(collect_schema_components)
        2    0.000    0.000    0.004    0.002 _translate.py:60(translate_entities)
        1    0.000    0.000    0.000    0.000 managers.py:2470(_consolidate)
        2    0.000    0.000    0.018    0.009 ssl.py:1313(do_handshake)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    0.080    0.080 _ontology.py:96(_rdf_to_nx)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.352    0.352 _ontology.py:384(_load_rdf_graph)
       21    0.000    0.000    0.000    0.000 blocks.py:246(make_block_same_class)
       24    0.000    0.000    0.000    0.000 _mixins.py:125(view)
        1    0.000    0.000    0.008    0.008 _ontology.py:218(_convert_to_nx)
       12    0.000    0.000    0.000    0.000 series.py:1910(_set_name)
       25    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 base.py:3798(_get_indexer)
       12    0.000    0.000    0.000    0.000 managers.py:2040(from_blocks)
        2    0.000    0.000    0.000    0.000 take.py:118(_take_nd_ndarray)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
       36    0.000    0.000    0.000    0.000 common.py:1547(is_ea_or_datetimelike_dtype)
       15    0.000    0.000    0.000    0.000 parser.py:422(parse_block_mapping_first_key)
        2    0.000    0.000    0.013    0.007 socket.py:810(create_connection)
       22    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        2    0.000    0.000    0.000    0.000 parser.py:522(getallmatchingheaders)
       13    0.000    0.000    0.000    0.000 numerictypes.py:418(issubdtype)
       18    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       74    0.000    0.000    0.000    0.000 indexing.py:1686(<genexpr>)
        1    0.000    0.000    0.008    0.008 external_graph_libs.py:133(rdflib_to_networkx_digraph)
        1    0.000    0.000    0.000    0.000 shape_base.py:218(vstack)
        1    0.000    0.000    0.000    0.000 concat.py:553(_get_result)
        1    0.000    0.000    0.001    0.001 c_parser_wrapper.py:377(ensure_dtype_objs)
       12    0.000    0.000    0.000    0.000 printing.py:582(get_adjustment)
        1    0.000    0.000    0.000    0.000 _mapping.py:48(_extend_schema)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 concat.py:157(concat)
       12    0.000    0.000    0.002    0.000 string.py:41(_get_string_representation)
       34    0.000    0.000    0.000    0.000 engine.py:55(_is_typeddict)
       12    0.000    0.000    0.000    0.000 generic.py:1948(empty)
        1    0.000    0.000    0.432    0.432 _ontology.py:42(__init__)
       70    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        5    0.000    0.000    0.000    0.000 idna.py:155(encode)
       24    0.000    0.000    0.000    0.000 format.py:1052(_get_buffer)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       22    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 client.py:236(_parse_header_lines)
       19    0.000    0.000    0.000    0.000 common.py:652(condition)
       57    0.000    0.000    0.000    0.000 common.py:128(<lambda>)
       21    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 parser.py:41(parse)
       15    0.000    0.000    0.000    0.000 tree.py:291(__update_fpointer)
        2    0.000    0.000    0.001    0.000 socket.py:946(getaddrinfo)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       12    0.000    0.000    0.000    0.000 console.py:66(check_main)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
       22    0.000    0.000    0.000    0.000 blocks.py:184(_can_hold_na)
       24    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       18    0.000    0.000    0.000    0.000 base.py:594(_ensure_array)
        1    0.000    0.000    0.052    0.052 parser.py:652(create_input_source)
        2    0.000    0.000    0.019    0.010 client.py:1413(getresponse)
        1    0.000    0.000    0.016    0.016 container.py:152(run_checks_and_handle_errors)
       34    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 readers.py:1719(_clean_options)
        1    0.000    0.000    0.000    0.000 common.py:1298(dedup_names)
       26    0.000    0.000    0.000    0.000 cast.py:1442(maybe_unbox_numpy_scalar)
      151    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       57    0.000    0.000    0.000    0.000 common.py:126(classes)
       39    0.000    0.000    0.000    0.000 gzip.py:102(prepend)
      136    0.000    0.000    0.000    0.000 notation3.py:1965(intern)
       12    0.000    0.000    0.000    0.000 pandas_engine.py:722(from_parametrized_dtype)
       88    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       42    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       44    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       73    0.000    0.000    0.000    0.000 base.py:51(subsample)
        1    0.000    0.000    0.000    0.000 _core.py:316(_initialize_writer)
       27    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 pathlib.py:1206(absolute)
        4    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 readers.py:1652(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 _compiler.py:573(_code)
       75    0.000    0.000    0.000    0.000 generic.py:630(ndim)
        1    0.000    0.000    0.000    0.000 utils.py:241(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 managers.py:813(reindex_indexer)
    30/16    0.000    0.000    0.001    0.000 constructor.py:410(construct_yaml_map)
        2    0.000    0.000    0.000    0.000 client.py:266(__init__)
      124    0.000    0.000    0.000    0.000 base.py:360(ndim)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:1917(ravel)
        1    0.000    0.000    0.000    0.000 common.py:297(_get_filepath_or_buffer)
        1    0.000    0.000    0.000    0.000 _ontology.py:139(_get_multiple_inheritance_dict)
        5    0.000    0.000    0.000    0.000 glob.py:31(iglob)
        2    0.000    0.000    0.032    0.016 client.py:1056(send)
        1    0.000    0.000    0.000    0.000 _neo4j.py:299(_construct_import_call_bash)
       17    0.000    0.000    0.000    0.000 cast.py:1468(construct_1d_object_array_from_listlike)
        4    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 client.py:1165(putrequest)
        1    0.000    0.000    0.000    0.000 base.py:6288(_get_indexer_strict)
        2    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        5    0.000    0.000    0.000    0.000 common.py:1245(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        9    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 request.py:315(__init__)
       22    0.000    0.000    0.000    0.000 gzip.py:495(_read_gzip_header)
        5    0.000    0.000    0.000    0.000 glob.py:13(glob)
       29    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 base.py:6322(_raise_if_missing)
       17    0.000    0.000    0.000    0.000 frame.py:667(_constructor_from_mgr)
       34    0.000    0.000    0.000    0.000 engine.py:59(_is_namedtuple)
        1    0.000    0.000    0.015    0.015 _mapping.py:29(_read_config)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1190(cwd)
       29    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       21    0.000    0.000    0.000    0.000 blocks.py:1927(shape)
       21    0.000    0.000    0.000    0.000 boolean.py:103(numpy_dtype)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 managers.py:671(_get_data_subset)
       50    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        1    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
        2    0.000    0.000    0.032    0.016 client.py:1496(connect)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:48(_wrapfunc)
        1    0.000    0.000    0.000    0.000 _parser.py:969(parse)
        7    0.000    0.000    0.000    0.000 _translate.py:453(_add_translation_mappings)
        1    0.000    0.000    0.000    0.000 _translate.py:371(_update_ontology_types)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 _compiler.py:740(compile)
        2    0.000    0.000    0.000    0.000 parser.py:56(parsestr)
        1    0.000    0.000    0.000    0.000 generic.py:6921(fillna)
       12    0.000    0.000    0.000    0.000 common.py:728(is_integer_dtype)
        1    0.000    0.000    0.502    0.502 _core.py:372(_add_nodes)
       71    0.000    0.000    0.000    0.000 graph.py:554(namespace_manager)
        1    0.000    0.000    0.000    0.000 cast.py:1491(maybe_cast_to_integer_array)
       44    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 generic.py:3998(take)
       27    0.000    0.000    0.000    0.000 __init__.py:33(using_string_dtype)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 pathlib.py:464(as_uri)
       16    0.000    0.000    0.000    0.000 missing.py:659(is_valid_na_for_dtype)
       15    0.000    0.000    0.000    0.000 node.py:46(__init__)
        1    0.000    0.000    0.001    0.001 constructor.py:54(construct_document)
        1    0.000    0.000    0.433    0.433 _ontology.py:533(_load_ontologies)
       21    0.000    0.000    0.000    0.000 dtypes.py:55(check)
        1    0.000    0.000    0.000    0.000 __init__.py:825(absolutize)
       25    0.000    0.000    0.000    0.000 _methods.py:64(_all)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
       12    0.000    0.000    0.002    0.000 string.py:29(to_string)
       40    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        2    0.000    0.000    0.018    0.009 client.py:468(read)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       34    0.000    0.000    0.000    0.000 typing_inspect.py:625(get_generic_bases)
        1    0.000    0.000    0.448    0.448 _core.py:276(_get_ontology)
        1    0.000    0.000    0.001    0.001 frame.py:702(__init__)
       24    0.000    0.000    0.000    0.000 format.py:498(is_truncated_vertically)
        3    0.000    0.000    0.000    0.000 parse.py:555(urljoin)
       22    0.000    0.000    0.000    0.000 gzip.py:491(_init_read)
       12    0.000    0.000    0.000    0.000 api.py:340(default_index)
       34    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 _batch_writer.py:626(_existing_header_property_names)
       22    0.000    0.000    0.000    0.000 pandas_engine.py:82(is_extension_dtype)
       18    0.000    0.000    0.000    0.000 base.py:5286(_maybe_copy_array_input)
       12    0.000    0.000    0.000    0.000 string_.py:795(_from_sequence_of_strings)
        2    0.000    0.000    0.000    0.000 _neo4j.py:408(_get_import_call)
        1    0.000    0.000    0.000    0.000 container.py:608(set_defaults)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(issubclass_)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
       13    0.000    0.000    0.000    0.000 base.py:1805(name)
        4    0.000    0.000    0.000    0.000 masked.py:272(fillna)
        7    0.000    0.000    0.000    0.000 masked.py:1119(copy)
      5/3    0.000    0.000    0.052    0.017 request.py:485(_call_chain)
       76    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       15    0.000    0.000    0.000    0.000 glob.py:223(has_magic)
       10    0.000    0.000    0.000    0.000 graph.py:756(nodes)
        2    0.000    0.000    0.000    0.000 request.py:1265(do_request_)
       91    0.000    0.000    0.000    0.000 string_.py:149(na_value)
        3    0.000    0.000    0.001    0.000 numeric.py:296(_from_sequence_of_strings)
       56    0.000    0.000    0.000    0.000 base.py:1779(name)
       36    0.000    0.000    0.000    0.000 socket.py:732(readable)
        1    0.000    0.000    0.000    0.000 loader.py:33(__init__)
       89    0.000    0.000    0.000    0.000 multiarray.py:197(concatenate)
        4    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 _batch_writer.py:1343(write_import_call)
        1    0.000    0.000    0.017    0.017 model.py:226(validate)
       15    0.000    0.000    0.000    0.000 tree.py:149(write)
       22    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.052    0.026 request.py:1391(https_open)
        4    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
       17    0.000    0.000    0.000    0.000 base.py:5127(_get_engine_target)
        1    0.000    0.000    0.017    0.017 container.py:188(_validate)
      3/1    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 concat.py:780(_clean_keys_and_objs)
        2    0.000    0.000    0.013    0.007 client.py:1027(connect)
        4    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 _misc.py:82(_get_inheritance_tree)
        7    0.000    0.000    0.000    0.000 typing.py:1188(__setattr__)
       72    0.000    0.000    0.000    0.000 tree.py:135(__getitem__)
       44    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.433    0.433 _ontology.py:509(_main)
        1    0.000    0.000    0.000    0.000 shape_base.py:78(atleast_2d)
       24    0.000    0.000    0.000    0.000 pandas_engine.py:728(__str__)
        1    0.000    0.000    0.000    0.000 request.py:649(redirect_request)
       35    0.000    0.000    0.000    0.000 _parser.py:261(get)
       26    0.000    0.000    0.000    0.000 __init__.py:38(using_python_scalars)
        1    0.000    0.000    0.003    0.003 _ontology.py:291(_get_all_ancestors)
       12    0.000    0.000    0.000    0.000 engine.py:146(_method)
       66    0.000    0.000    0.000    0.000 blocks.py:220(mgr_locs)
       11    0.000    0.000    0.000    0.000 _batch_writer.py:1391(first_character_compliant)
       24    0.000    0.000    0.000    0.000 config.py:897(is_nonnegative_int)
       44    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        9    0.000    0.000    0.000    0.000 numeric.py:283(dtype)
      2/1    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 typing.py:1242(__init__)
       12    0.000    0.000    0.000    0.000 format.py:484(should_show_dimensions)
        6    0.000    0.000    0.000    0.000 reader.py:146(update)
        4    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2031(nonzero)
        1    0.000    0.000    0.000    0.000 cast.py:678(infer_dtype_from_scalar)
       24    0.000    0.000    0.000    0.000 config.py:692(_get_registered_option)
       12    0.000    0.000    0.000    0.000 format.py:650(truncate)
        1    0.000    0.000    0.000    0.000 base_parser.py:99(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:152(__init__)
       12    0.000    0.000    0.000    0.000 types.py:200(is_multiindex)
        1    0.000    0.000    0.000    0.000 numeric.py:2471(array_equal)
       21    0.000    0.000    0.000    0.000 blocks.py:154(_validate_ndim)
       74    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
       17    0.000    0.000    0.000    0.000 common.py:136(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       12    0.000    0.000    0.000    0.000 format.py:630(_is_screen_narrow)
       15    0.000    0.000    0.000    0.000 common.py:1204(needs_i8_conversion)
       12    0.000    0.000    0.000    0.000 format.py:490(is_truncated)
       12    0.000    0.000    0.000    0.000 generic.py:2006(<genexpr>)
        2    0.000    0.000    0.448    0.224 _core.py:306(_get_translator)
       14    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 managers.py:2332(create_block_manager_from_column_arrays)
       12    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 tree.py:287(__update_bpointer)
        2    0.000    0.000    0.000    0.000 cast.py:859(invalidate_string_dtypes)
        1    0.000    0.000    0.001    0.001 generic.py:6348(astype)
       21    0.000    0.000    0.000    0.000 dtypes.py:1645(itemsize)
       38    0.000    0.000    0.000    0.000 _parser.py:240(__next)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.019    0.009 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 cast.py:1392(construct_1d_arraylike_from_scalar)
        3    0.000    0.000    0.004    0.001 more.py:391(peek)
        3    0.000    0.000    0.000    0.000 plugin.py:126(get)
       74    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        2    0.000    0.000    0.000    0.000 function.py:174(freeze)
       24    0.000    0.000    0.000    0.000 format.py:626(_is_in_terminal)
        1    0.000    0.000    0.002    0.002 convert.py:373(from_dict_of_dicts)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
       37    0.000    0.000    0.000    0.000 inspect.py:741(getmro)
        2    0.000    0.000    0.000    0.000 __init__.py:128(config)
        1    0.000    0.000    0.000    0.000 _ontology.py:734(_add_properties)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:183(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 _writer.py:42(__init__)
       21    0.000    0.000    0.000    0.000 _internal.py:946(npy_ctypes_check)
       72    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
       70    0.000    0.000    0.000    0.000 notation3.py:1968(bind)
       29    0.000    0.000    0.000    0.000 node.py:139(successors)
        1    0.000    0.000    0.015    0.015 _mapping.py:24(__init__)
       46    0.000    0.000    0.000    0.000 multiarray.py:1088(copyto)
       22    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
        1    0.000    0.000    0.001    0.001 _core.py:808(summary)
       27    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _core.py:323(timestamp)
        1    0.000    0.000    0.000    0.000 tree.py:128(_set_identifier)
        1    0.000    0.000    0.000    0.000 _core.py:618(log_duplicates)
       69    0.000    0.000    0.000    0.000 base.py:426(_supports_2d)
        1    0.000    0.000    0.000    0.000 _neo4j.py:27(__init__)
       14    0.000    0.000    0.000    0.000 node.py:172(_manipulator_append)
       24    0.000    0.000    0.000    0.000 format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 notation3.py:397(__init__)
       37    0.000    0.000    0.000    0.000 managers.py:298(items)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.000    0.000    0.000    0.000 notation3.py:1832(__init__)
       74    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        2    0.000    0.000    0.000    0.000 base.py:2529(inferred_type)
        1    0.000    0.000    0.000    0.000 common.py:574(infer_compression)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
        2    0.000    0.000    0.000    0.000 request.py:339(full_url)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       32    0.000    0.000    0.000    0.000 _parser.py:176(append)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        3    0.000    0.000    0.000    0.000 uuid.py:334(hex)
       14    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.036    0.036 adapter_omnipath_networks.py:123(__init__)
       12    0.000    0.000    0.000    0.000 string_.py:744(_validate_scalar)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 range.py:767(equals)
        2    0.000    0.000    0.000    0.000 _translate.py:367(_log_finish_translate)
       27    0.000    0.000    0.000    0.000 function.py:65(__call__)
      2/1    0.000    0.000    0.025    0.025 request.py:624(http_response)
        1    0.000    0.000    0.000    0.000 nanops.py:78(_f)
       26    0.000    0.000    0.000    0.000 _compression.py:12(_check_not_closed)
        3    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        3    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _compression.py:59(close)
