         2321360 function calls (2294717 primitive calls) in 0.646 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    0.000    0.000    0.000    0.000 _create.py:257(get_properties)
       17    0.000    0.000    0.000    0.000 cast.py:127(maybe_convert_platform)
      185    0.000    0.000    0.001    0.000 config.py:112(_copy_config)
     1148    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
     1004    0.000    0.000    0.000    0.000 _batch_writer.py:1179(<genexpr>)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
       74    0.000    0.000    0.001    0.000 indexing.py:984(_validate_tuple_indexer)
      234    0.000    0.000    0.000    0.000 generic.py:535(_get_axis)
      324    0.000    0.000    0.000    0.000 flags.py:63(__init__)
      317    0.000    0.000    0.000    0.000 inference.py:387(is_hashable)
      185    0.000    0.000    0.001    0.000 config.py:243(get_config_context)
       65    0.000    0.000    0.000    0.000 managers.py:2053(from_array)
      304    0.000    0.000    0.000    0.000 series.py:789(_values)
    73/67    0.000    0.000    0.001    0.000 missing.py:223(_isna_array)
      386    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
      468    0.000    0.000    0.000    0.000 coreviews.py:300(<genexpr>)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
       75    0.000    0.000    0.000    0.000 utils.py:416(getitem_returns_view)
      159    0.000    0.000    0.000    0.000 blocks.py:2189(maybe_coerce_values)
      185    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      153    0.000    0.000    0.000    0.000 base.py:3601(get_loc)
      278    0.000    0.000    0.000    0.000 common.py:377(apply_if_callable)
      103    0.000    0.000    0.000    0.000 utils.py:441(check_array_indexer)
       36    0.000    0.000    0.000    0.000 array.py:313(check_name)
     1078    0.000    0.000    0.000    0.000 filters.py:70(__call__)
       24    0.000    0.000    0.002    0.000 printing.py:103(_pprint_seq)
      106    0.000    0.000    0.000    0.000 base.py:931(__iter__)
      102    0.000    0.000    0.000    0.000 base.py:150(__hash__)
      418    0.000    0.000    0.000    0.000 scanner.py:125(peek_token)
      220    0.000    0.000    0.000    0.000 coreviews.py:81(__getitem__)
        1    0.000    0.000    0.012    0.012 readers.py:1931(read)
       22    0.000    0.000    0.000    0.000 gzip.py:446(_read_gzip_header)
       15    0.000    0.000    0.000    0.000 base.py:849(_engine)
      148    0.000    0.000    0.000    0.000 indexing.py:1592(_validate_key)
      608    0.000    0.000    0.003    0.000 {method 'extend' of 'list' objects}
      304    0.000    0.000    0.000    0.000 managers.py:2204(internal_values)
    48/24    0.000    0.000    0.002    0.000 printing.py:174(pprint_thing)
       12    0.000    0.000    0.004    0.000 error_formatters.py:71(reshape_failure_cases)
        1    0.000    0.000    0.016    0.016 container.py:212(run_schema_component_checks)
       19    0.000    0.000    0.000    0.000 glob.py:142(_iterdir)
      303    0.000    0.000    0.000    0.000 config.py:715(_warn_if_deprecated)
       91    0.000    0.000    0.000    0.000 memory.py:519(bind)
      222    0.000    0.000    0.000    0.000 indexing.py:1197(<genexpr>)
     1000    0.000    0.000    0.000    0.000 _create.py:239(get_label)
       12    0.000    0.000    0.002    0.000 frame.py:7104(reset_index)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
       87    0.000    0.000    0.000    0.000 blocks.py:2260(new_block)
      240    0.000    0.000    0.000    0.000 managers.py:223(blknos)
     1000    0.000    0.000    0.000    0.000 adapter_omnipath_networks.py:395(get_source_id)
      368    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      524    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      523    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
  359/356    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       63    0.000    0.000    0.000    0.000 masked.py:214(__getitem__)
       46    0.000    0.000    0.000    0.000 numeric.py:323(full)
      455    0.000    0.000    0.000    0.000 range.py:1265(__len__)
       63    0.000    0.000    0.000    0.000 base.py:652(_simple_new)
      588    0.000    0.000    0.000    0.000 scanner.py:325(unwind_indent)
       25    0.000    0.000    0.001    0.000 gzip.py:502(read)
      360    0.000    0.000    0.000    0.000 base.py:837(_reset_identity)
       23    0.000    0.000    0.000    0.000 managers.py:900(_slice_take_blocks_ax0)
      104    0.000    0.000    0.000    0.000 blocks.py:2354(ensure_block_shape)
     1000    0.000    0.000    0.000    0.000 adapter_omnipath_networks.py:401(get_target_id)
       12    0.000    0.000    0.000    0.000 managers.py:1595(_insert_update_mgr_locs)
       12    0.000    0.000    0.001    0.000 managers.py:1544(insert)
       24    0.000    0.000    0.000    0.000 config.py:194(set_option)
      523    0.000    0.000    0.000    0.000 {built-in method time.time}
      259    0.000    0.000    0.000    0.000 flags.py:99(allows_duplicate_labels)
       74    0.000    0.000    0.000    0.000 common.py:1659(_is_dtype_type)
        5    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      130    0.000    0.000    0.000    0.000 blocks.py:2338(extend_blocks)
      386    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
     1000    0.000    0.000    0.000    0.000 adapter_omnipath_networks.py:413(get_properties)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       12    0.000    0.000    0.003    0.000 frame.py:1298(to_string)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        1    0.000    0.000    0.000    0.000 _neo4j.py:166(_write_edge_headers)
      148    0.000    0.000    0.000    0.000 indexing.py:1688(_validate_integer)
        1    0.000    0.000    0.000    0.000 managers.py:705(_combine)
       36    0.000    0.000    0.016    0.000 components.py:120(validate)
      523    0.000    0.000    0.000    0.000 threading.py:1180(name)
    80/16    0.000    0.000    0.000    0.000 tree.py:250(__get_iter)
       12    0.000    0.000    0.000    0.000 managers.py:2154(get_rows_with_mask)
      777    0.000    0.000    0.000    0.000 generic.py:360(flags)
       25    0.000    0.000    0.001    0.000 _compression.py:66(readinto)
      130    0.000    0.000    0.000    0.000 blocks.py:961(iget)
      159    0.000    0.000    0.000    0.000 blocks.py:2218(get_block_type)
       12    0.000    0.000    0.000    0.000 _mixins.py:436(insert)
       57    0.000    0.000    0.018    0.000 {method 'read' of '_io.BufferedReader' objects}
      121    0.000    0.000    0.000    0.000 types.py:168(is_table)
      303    0.000    0.000    0.000    0.000 config.py:703(_translate_key)
       76    0.000    0.000    0.000    0.000 series.py:741(name)
      253    0.000    0.000    0.000    0.000 types.py:152(_get_fullname)
        2    0.000    0.000    0.000    0.000 container.py:318(collect_column_info)
       94    0.000    0.000    0.001    0.000 frame.py:4968(_get_item)
       74    0.000    0.000    0.000    0.000 indexing.py:1673(_is_scalar_access)
       24    0.000    0.000    0.000    0.000 shutil.py:1461(get_terminal_size)
        5    0.000    0.000    0.002    0.000 _batch_writer.py:1278(_write_next_part)
      222    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.015    0.015 __init__.py:74(load)
       13    0.000    0.000    0.000    0.000 _mixins.py:235(_concat_same_type)
      137    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       36    0.000    0.000    0.015    0.000 components.py:76(validate_column)
       48    0.000    0.000    0.000    0.000 numpy_engine.py:81(__str__)
    44/22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
      117    0.000    0.000    0.000    0.000 base.py:121(__eq__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       24    0.000    0.000    0.000    0.000 config.py:453(option_context)
       26    0.000    0.000    0.001    0.000 managers.py:739(copy)
       15    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
       39    0.000    0.000    0.000    0.000 concat.py:52(concat_compat)
     23/1    0.000    0.000    0.001    0.001 frame.py:4559(__setitem__)
      224    0.000    0.000    0.000    0.000 _dtype.py:326(_name_includes_bit_suffix)
        1    0.000    0.000    0.002    0.002 convert.py:34(to_networkx_graph)
       26    0.000    0.000    0.000    0.000 series.py:7455(_reduce)
      550    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       12    0.000    0.000    0.000    0.000 managers.py:1607(_insert_update_blklocs_and_blknos)
       28    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       66    0.000    0.000    0.000    0.000 common.py:1392(is_bool_dtype)
       24    0.000    0.000    0.000    0.000 masked.py:1042(_concat_same_type)
       22    0.000    0.000    0.000    0.000 managers.py:1280(iset)
      185    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
      431    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
       65    0.000    0.000    0.000    0.000 generic.py:6179(__getattr__)
      122    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
       37    0.000    0.000    0.000    0.000 schema.py:108(get_backend)
       23    0.000    0.000    0.001    0.000 __init__.py:1529(info)
        2    0.000    0.000    0.004    0.002 frame.py:1591(itertuples)
      200    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
       73    0.000    0.000    0.000    0.000 dtypes.py:1378(construct_from_string)
       76    0.000    0.000    0.003    0.000 frame.py:1660(<genexpr>)
      386    0.000    0.000    0.000    0.000 constructor.py:117(construct_scalar)
       12    0.000    0.000    0.000    0.000 types.py:51(get_backend_types)
      185    0.000    0.000    0.000    0.000 config.py:128(get)
       34    0.000    0.000    0.000    0.000 frame.py:5732(_sanitize_column)
        2    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
       21    0.000    0.000    0.000    0.000 masked.py:512(to_numpy)
      122    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
      156    0.000    0.000    0.000    0.000 generic.py:1943(__contains__)
       21    0.000    0.000    0.000    0.000 masked.py:646(astype)
       73    0.000    0.000    0.000    0.000 dtypes.py:1119(construct_from_string)
       93    0.000    0.000    0.000    0.000 construction.py:718(_sanitize_ndim)
       37    0.000    0.000    0.001    0.000 base.py:1286(_memory_usage)
        1    0.000    0.000    0.072    0.072 _batch_writer.py:1125(flush)
       44    0.000    0.000    0.000    0.000 numpy_.py:113(__init__)
      268    0.000    0.000    0.000    0.000 base.py:918(__len__)
      420    0.000    0.000    0.000    0.000 parser.py:114(get_event)
      2/1    0.000    0.000    0.000    0.000 _parser.py:512(_parse)
      442    0.000    0.000    0.000    0.000 coreviews.py:348(<genexpr>)
      291    0.000    0.000    0.000    0.000 __init__.py:529(store)
      100    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
  174/168    0.000    0.000    0.002    0.000 missing.py:97(isna)
      220    0.000    0.000    0.000    0.000 digraph.py:944(predecessors)
      401    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
      386    0.000    0.000    0.000    0.000 events.py:65(__init__)
      273    0.000    0.000    0.000    0.000 series.py:690(name)
       22    0.000    0.000    0.001    0.000 blocks.py:578(astype)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       12    0.000    0.000    0.000    0.000 format.py:425(__init__)
        1    0.000    0.000    0.000    0.000 frame.py:5377(select_dtypes)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       29    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       34    0.000    0.000    0.037    0.001 ssl.py:1237(recv_into)
       74    0.000    0.000    0.000    0.000 indexing.py:1000(_is_nested_tuple_indexer)
      294    0.000    0.000    0.000    0.000 managers.py:2027(__init__)
       54    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      108    0.000    0.000    0.000    0.000 base.py:8003(maybe_extract_name)
      386    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
      108    0.000    0.000    0.000    0.000 types.py:180(is_field)
       73    0.000    0.000    0.000    0.000 dtypes.py:871(construct_from_string)
       22    0.000    0.000    0.002    0.000 pandas_engine.py:102(is_geopandas_dtype)
       85    0.000    0.000    0.000    0.000 managers.py:2193(dtype)
      148    0.000    0.000    0.000    0.000 base.py:7919(ensure_index)
        1    0.000    0.000    0.002    0.002 frame.py:3975(memory_usage)
       42    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       88    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       22    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      401    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
       93    0.000    0.000    0.000    0.000 string_.py:235(__eq__)
       74    0.000    0.000    0.000    0.000 error_handler.py:55(__init__)
      427    0.000    0.000    0.000    0.000 term.py:1869(_well_formed_by_value)
       12    0.000    0.000    0.001    0.000 series.py:945(__getitem__)
       12    0.000    0.000    0.000    0.000 managers.py:2065(to_2d_mgr)
       75    0.000    0.000    0.000    0.000 blocks.py:1934(iget)
       76    0.000    0.000    0.000    0.000 generic.py:747(_set_axis)
       91    0.000    0.000    0.000    0.000 __init__.py:738(_store_bind)
      386    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f4a17c17920}
       25    0.000    0.000    0.000    0.000 series.py:7500(any)
      518    0.000    0.000    0.000    0.000 flags.py:67(allows_duplicate_labels)
       21    0.000    0.000    0.000    0.000 blocks.py:1885(fillna)
       12    0.000    0.000    0.000    0.000 range.py:1275(__getitem__)
       40    0.000    0.000    0.000    0.000 managers.py:215(shape)
       57    0.000    0.000    0.000    0.000 common.py:142(is_object_dtype)
       51    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
      423    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       25    0.000    0.000    0.001    0.000 base.py:964(hasnans)
       50    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       22    0.000    0.000    0.000    0.000 engine.py:107(dtype)
       73    0.000    0.000    0.000    0.000 dtypes.py:1926(construct_from_string)
       36    0.000    0.000    0.001    0.000 array.py:326(check_nullable)
       12    0.000    0.000    0.000    0.000 format.py:355(get_dataframe_repr_params)
      147    0.000    0.000    0.000    0.000 common.py:1473(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 construction.py:553(_homogenize)
       42    0.000    0.000    0.000    0.000 boolean.py:332(__init__)
        1    0.000    0.000    0.648    0.648 create_knowledge_graph.py:35(build_knowledge_graph)
      219    0.000    0.000    0.000    0.000 coreviews.py:53(__getitem__)
       36    0.000    0.000    0.000    0.000 array.py:45(register_default_backends)
       36    0.000    0.000    0.000    0.000 array.py:353(check_unique)
      105    0.000    0.000    0.000    0.000 blocks.py:168(is_extension)
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      401    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
      222    0.000    0.000    0.000    0.000 coreviews.py:50(__iter__)
        2    0.000    0.000    0.019    0.009 ssl.py:956(_create)
      105    0.000    0.000    0.000    0.000 construction.py:495(ensure_wrapped_if_datetimelike)
       34    0.000    0.000    0.037    0.001 socket.py:693(readinto)
      266    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       67    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       76    0.000    0.000    0.000    0.000 common.py:1796(validate_all_hashable)
       73    0.000    0.000    0.000    0.000 dtypes.py:2356(construct_from_string)
       59    0.000    0.000    0.000    0.000 engine.py:71(get_equivalent)
       37    0.000    0.000    0.000    0.000 blocks.py:179(_consolidate_key)
      222    0.000    0.000    0.000    0.000 indexing.py:1007(<genexpr>)
      106    0.000    0.000    0.000    0.000 construction.py:430(extract_array)
        9    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
      220    0.000    0.000    0.000    0.000 breadth_first_search.py:108(bfs_edges)
      262    0.000    0.000    0.000    0.000 generic.py:519(_get_axis_number)
       12    0.000    0.000    0.003    0.000 frame.py:1191(__repr__)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
       67    0.000    0.000    0.000    0.000 boolean.py:326(_simple_new)
       15    0.000    0.000    0.000    0.000 tree.py:297(add_node)
       11    0.000    0.000    0.000    0.000 _batch_writer.py:1364(parse_label)
      452    0.000    0.000    0.000    0.000 filters.py:21(no_filter)
      464    0.000    0.000    0.000    0.000 typing.py:2154(cast)
       36    0.000    0.000    0.000    0.000 schema.py:150(__copy__)
       25    0.000    0.000    0.001    0.000 generic.py:6548(copy)
      222    0.000    0.000    0.000    0.000 indexing.py:1196(<genexpr>)
      218    0.000    0.000    0.000    0.000 managers.py:239(blklocs)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
      224    0.000    0.000    0.000    0.000 _dtype.py:23(_kind_name)
       67    0.000    0.000    0.000    0.000 string_.py:268(construct_from_string)
       76    0.000    0.000    0.000    0.000 managers.py:276(_validate_set_axis)
      153    0.000    0.000    0.000    0.000 base.py:6814(_maybe_cast_indexer)
       22    0.000    0.000    0.000    0.000 frame.py:4864(_set_item)
       12    0.000    0.000    0.000    0.000 base.py:7143(insert)
       95    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      157    0.000    0.000    0.000    0.000 blocks.py:573(dtype)
      205    0.000    0.000    0.000    0.000 common.py:161(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:176(close)
       17    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
       74    0.000    0.000    0.000    0.000 managers.py:2208(array_values)
        1    0.000    0.000    0.000    0.000 managers.py:2447(_tuples_to_blocks_no_consolidate)
      185    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        5    0.000    0.000    0.000    0.000 glob.py:176(_listdir)
       76    0.000    0.000    0.000    0.000 managers.py:271(set_axis)
      179    0.000    0.000    0.000    0.000 generic.py:609(_info_axis)
      222    0.000    0.000    0.000    0.000 indexing.py:2785(<genexpr>)
       47    0.000    0.000    0.000    0.000 inference.py:306(is_dict_like)
      222    0.000    0.000    0.000    0.000 indexing.py:2792(<genexpr>)
        1    0.000    0.000    0.300    0.300 notation3.py:2014(parse)
       90    0.000    0.000    0.000    0.000 common.py:1624(_get_dtype)
        1    0.000    0.000    0.001    0.001 frame.py:4680(_setitem_array)
       27    0.000    0.000    0.000    0.000 string_.py:311(construct_array_type)
       34    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
      148    0.000    0.000    0.000    0.000 indexing.py:1018(_validate_key_length)
       73    0.000    0.000    0.000    0.000 dtypes.py:355(construct_from_string)
       74    0.000    0.000    0.000    0.000 indexing.py:2753(is_label_like)
      213    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        2    0.000    0.000    0.000    0.000 client.py:218(_read_headers)
       63    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       22    0.000    0.000    0.000    0.000 astype.py:160(astype_array)
      148    0.000    0.000    0.000    0.000 utils.py:64(is_list_like_indexer)
        1    0.000    0.000    0.001    0.001 _ontology.py:768(show_ontology_structure)
      100    0.000    0.000    0.000    0.000 _methods.py:55(_any)
       83    0.000    0.000    0.000    0.000 common.py:603(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 _misc.py:62(create_tree_visualisation)
        3    0.000    0.000    0.000    0.000 uuid.py:723(uuid4)
       12    0.000    0.000    0.002    0.000 frame.py:5572(insert)
       56    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.000    0.000 inference.py:452(is_sequence)
       12    0.000    0.000    0.003    0.000 series.py:1291(reset_index)
      234    0.000    0.000    0.000    0.000 managers.py:2130(_block)
       12    0.000    0.000    0.001    0.000 series.py:1805(to_frame)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
      237    0.000    0.000    0.000    0.000 coreviews.py:299(<genexpr>)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      152    0.000    0.000    0.000    0.000 common.py:1815(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
      261    0.000    0.000    0.000    0.000 generic.py:318(attrs)
       70    0.000    0.000    0.002    0.000 graph.py:1343(bind)
      224    0.000    0.000    0.000    0.000 numpy_.py:179(dtype)
       24    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
       12    0.000    0.000    0.002    0.000 format.py:950(to_string)
       15    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 dag.py:75(ancestors)
        3    0.000    0.000    0.000    0.000 managers.py:2487(_merge_blocks)
        2    0.000    0.000    0.000    0.000 base.py:2457(is_unique)
        3    0.000    0.000    0.000    0.000 base.py:1228(take)
       12    0.000    0.000    0.000    0.000 range.py:1484(take)
        1    0.000    0.000    0.000    0.000 _ontology.py:650(_extend_ontology)
        1    0.000    0.000    0.001    0.001 construction.py:375(dict_to_mgr)
       12    0.000    0.000    0.000    0.000 console.py:55(in_interactive_session)
       51    0.000    0.000    0.000    0.000 masked.py:140(__init__)
       28    0.000    0.000    0.000    0.000 __init__.py:315(__str__)
       22    0.000    0.000    0.000    0.000 managers.py:1482(_iset_single)
       22    0.000    0.000    0.000    0.000 astype.py:194(astype_array_safe)
       70    0.000    0.000    0.000    0.000 notation3.py:756(bind)
       10    0.000    0.000    0.000    0.000 client.py:1321(putheader)
       13    0.000    0.000    0.000    0.000 range.py:151(__new__)
       12    0.000    0.000    0.000    0.000 pandas_engine.py:706(__post_init__)
      237    0.000    0.000    0.000    0.000 masked.py:420(ndim)
       48    0.000    0.000    0.000    0.000 string_.py:257(__hash__)
       12    0.000    0.000    0.000    0.000 format.py:1036(save_to_buffer)
      198    0.000    0.000    0.000    0.000 base.py:153(<genexpr>)
       24    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        1    0.000    0.000    0.000    0.000 common.py:701(get_handle)
        1    0.000    0.000    0.014    0.014 readers.py:258(_read)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      200    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
       74    0.000    0.000    0.000    0.000 frame.py:1016(axes)
       37    0.000    0.000    0.000    0.000 frame.py:5503(dtype_predicate)
       74    0.000    0.000    0.000    0.000 indexing.py:962(_expand_ellipsis)
      201    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
       50    0.000    0.000    0.000    0.000 warnings.py:503(__exit__)
       38    0.000    0.000    0.000    0.000 frame.py:1484(items)
      200    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
       48    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
      237    0.000    0.000    0.000    0.000 graph.py:2059(bunch_iter)
       35    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       20    0.000    0.000    0.000    0.000 gzip.py:555(_read_eof)
      137    0.000    0.000    0.000    0.000 inference.py:343(<genexpr>)
       25    0.000    0.000    0.001    0.000 {method 'read1' of '_io.BufferedReader' objects}
      198    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       12    0.000    0.000    0.000    0.000 pandas_engine.py:735(check)
       22    0.000    0.000    0.002    0.000 {built-in method builtins.__import__}
       75    0.000    0.000    0.000    0.000 common.py:596(require_length_match)
      103    0.000    0.000    0.000    0.000 memory.py:545(namespace)
       49    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       50    0.000    0.000    0.000    0.000 warnings.py:482(__enter__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.017    0.017 container.py:46(validate)
        1    0.000    0.000    0.052    0.052 parser.py:554(__init__)
      160    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       46    0.000    0.000    0.019    0.000 {method 'readline' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 console.py:10(get_console_size)
      302    0.000    0.000    0.000    0.000 boolean.py:343(dtype)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       22    0.000    0.000    0.000    0.000 frame.py:16702(_reindex_for_setitem)
       69    0.000    0.000    0.000    0.000 masked.py:808(_hasna)
       24    0.000    0.000    0.001    0.000 masked.py:159(_from_sequence)
       12    0.000    0.000    0.002    0.000 string.py:56(_empty_info_line)
       48    0.000    0.000    0.000    0.000 base.py:474(__hash__)
       30    0.000    0.000    0.000    0.000 base.py:779(_view)
       15    0.000    0.000    0.000    0.000 base.py:416(index_class)
        2    0.000    0.000    0.052    0.026 request.py:1303(do_open)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
       85    0.000    0.000    0.000    0.000 series.py:652(dtype)
       22    0.000    0.000    0.000    0.000 blocks.py:228(make_block)
      222    0.000    0.000    0.000    0.000 indexing.py:968(<genexpr>)
        1    0.000    0.000    0.000    0.000 _neo4j.py:86(_write_node_headers)
       74    0.000    0.000    0.000    0.000 common.py:315(is_null_slice)
        2    0.000    0.000    0.000    0.000 graphviews.py:136(subgraph_view)
       24    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       34    0.000    0.000    0.037    0.001 ssl.py:1095(read)
       12    0.000    0.000    0.000    0.000 numeric.py:675(flatnonzero)
       92    0.000    0.000    0.000    0.000 masked.py:413(__len__)
    44/22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
       76    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 frame.py:4838(_iset_item_mgr)
       93    0.000    0.000    0.000    0.000 construction.py:780(_maybe_repeat)
       25    0.000    0.000    0.000    0.000 series.py:609(_constructor_from_mgr)
      198    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      185    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       59    0.000    0.000    0.000    0.000 series.py:823(_references)
       76    0.000    0.000    0.000    0.000 _validators.py:228(validate_bool_kwarg)
      158    0.000    0.000    0.000    0.000 base.py:5101(_values)
        4    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       34    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       97    0.000    0.000    0.000    0.000 memory.py:548(prefix)
        5    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
      291    0.000    0.000    0.000    0.000 graph.py:546(store)
      150    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       63    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
      4/2    0.000    0.000    0.000    0.000 _ontology.py:191(_retrieve_rdf_linked_list)
       24    0.000    0.000    0.000    0.000 string_.py:601(view)
      120    0.000    0.000    0.000    0.000 managers.py:217(<genexpr>)
        2    0.000    0.000    0.032    0.016 client.py:1367(_send_request)
        5    0.000    0.000    0.000    0.000 glob.py:60(_iglob)
       50    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
      120    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.019    0.010 client.py:329(begin)
        1    0.000    0.000    0.052    0.052 parser.py:772(_create_input_source_from_location)
       36    0.000    0.000    0.000    0.000 missing.py:311(notna)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       18    0.000    0.000    0.000    0.000 managers.py:1143(from_blocks)
      3/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
