['data/subset_interactions_edgecases.tsv']
         2366545 function calls (2328730 primitive calls) in 2.216 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.000    0.000    0.000    0.000 typing.py:953(_typevar_subst)
      2/1    0.000    0.000    0.178    0.178 request.py:496(open)
    41/32    0.000    0.000    0.003    0.000 inspect.py:3067(from_callable)
        1    0.000    0.000    0.001    0.001 classic.py:1(<module>)
       55    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        2    0.000    0.000    0.472    0.236 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.004    0.004 cli.py:1(<module>)
      106    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
        1    0.000    0.000    0.001    0.001 small.py:1(<module>)
       41    0.000    0.000    0.001    0.000 typing.py:1364(copy_with)
      473    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
        5    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        5    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.open}
      106    0.000    0.000    0.000    0.000 __init__.py:975(release)
      2/1    0.000    0.000    0.002    0.002 _batch_writer.py:698(_write_edge_data)
       43    0.000    0.000    0.000    0.000 enum.py:803(<genexpr>)
      144    0.000    0.000    0.000    0.000 indexing.py:1665(<genexpr>)
      132    0.000    0.000    0.001    0.000 __init__.py:312(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
      141    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
       58    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
       35    0.000    0.000    0.001    0.000 typing.py:1493(__getitem__)
        1    0.000    0.000    0.071    0.071 frame.py:1(<module>)
      172    0.000    0.000    0.000    0.000 scanner.py:125(peek_token)
       97    0.000    0.000    0.000    0.000 decorators.py:315(py_random_state)
      222    0.000    0.000    0.000    0.000 coreviews.py:50(__iter__)
       91    0.000    0.000    0.000    0.000 __init__.py:632(_store_bind)
        1    0.000    0.000    0.002    0.002 groupby.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.004    0.004 _base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random_graphs.py:1(<module>)
        2    0.000    0.000    0.067    0.033 socket.py:810(create_connection)
        2    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1255(ZipFile)
      101    0.000    0.000    0.000    0.000 typing.py:937(_is_unpacked_typevartuple)
      119    0.000    0.000    0.000    0.000 __init__.py:831(filter)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2186(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        7    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
      161    0.000    0.000    0.001    0.000 typing.py:1531(<genexpr>)
        1    0.000    0.000    0.006    0.006 backends.py:554(_set_configs_from_environment)
        1    0.000    0.000    0.000    0.000 core.py:2766(MaskedArray)
       42    0.000    0.000    0.002    0.000 __init__.py:794(<genexpr>)
      144    0.000    0.000    0.000    0.000 indexing.py:992(_validate_key_length)
      781    0.000    0.000    0.000    0.000 inspect.py:2794(kind)
     11/9    0.000    0.000    0.000    0.000 functools.py:979(__get__)
       36    0.000    0.000    0.002    0.000 __init__.py:692(search)
      117    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
      146    0.000    0.000    0.001    0.000 typing.py:1428(<genexpr>)
    41/32    0.000    0.000    0.003    0.000 inspect.py:3325(signature)
      216    0.000    0.000    0.000    0.000 indexing.py:1180(<genexpr>)
      219    0.000    0.000    0.000    0.000 coreviews.py:53(__getitem__)
        2    0.000    0.000    0.000    0.000 graphviews.py:136(subgraph_view)
      312    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
       12    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
       33    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
       11    0.000    0.000    0.000    0.000 __init__.py:250(__contains__)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        6    0.000    0.000    0.000    0.000 meta.py:69(experimental)
        1    0.000    0.000    0.008    0.008 series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:945(PeriodDtype)
      3/2    0.000    0.000    0.001    0.000 series.py:389(__init__)
      221    0.000    0.000    0.000    0.000 series.py:831(_values)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1880(IPv6Address)
      144    0.000    0.000    0.000    0.000 utils.py:62(is_list_like_indexer)
        2    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       55    0.000    0.000    0.001    0.000 __init__.py:1790(isEnabledFor)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
      163    0.000    0.000    0.000    0.000 base.py:909(__len__)
        1    0.000    0.000    0.002    0.002 dag.py:76(ancestors)
        1    0.000    0.000    0.000    0.000 masked.py:107(BaseMaskedArray)
       90    0.000    0.000    0.002    0.000 pathlib.py:447(__fspath__)
      300    0.000    0.000    0.000    0.000 __init__.py:248(<genexpr>)
       22    0.000    0.000    0.006    0.000 traceback.py:380(extract)
        2    0.000    0.000    0.124    0.062 client.py:1010(send)
       56    0.000    0.000    0.000    0.000 typing.py:300(_unpack_args)
      216    0.000    0.000    0.000    0.000 indexing.py:2772(<genexpr>)
        1    0.000    0.000    0.018    0.018 url.py:1(<module>)
        1    0.000    0.000    0.001    0.001 construction.py:596(_homogenize)
      580    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
       55    0.000    0.000    0.000    0.000 threading.py:1463(current_thread)
      168    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
       44    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       16    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
      145    0.000    0.000    0.000    0.000 message.py:510(set_raw)
        1    0.000    0.000    0.039    0.039 _index_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _deduplicate.py:31(node_seen)
        2    0.000    0.000    0.000    0.000 filters.py:67(__init__)
        2    0.000    0.000    0.007    0.004 construction.py:1(<module>)
        2    0.000    0.000    0.018    0.009 indexing.py:1(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:2156(getLogger)
        2    0.000    0.000    0.000    0.000 ssl.py:1201(sendall)
       19    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:2019(DateTime)
        1    0.000    0.000    0.001    0.001 weighted.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
       56    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.003    0.003 _batch_writer.py:361(write_edges)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.027    0.013 socket.py:946(getaddrinfo)
        2    0.000    0.000    0.013    0.007 format.py:1(<module>)
       62    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       19    0.000    0.000    0.001    0.000 arrayprint.py:550(wrapper)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
      346    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      233    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.006    0.006 _json.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 tokenize.py:313(detect_encoding)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:1(<module>)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _misc.py:62(create_tree_visualisation)
        1    0.000    0.000    0.001    0.001 more.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:475(__new__)
       31    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
       62    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        3    0.000    0.000    0.002    0.001 response.py:1(<module>)
       14    0.000    0.000    0.002    0.000 core.py:113(doc_note)
        2    0.000    0.000    0.004    0.002 categorical.py:1(<module>)
     13/7    0.000    0.000    0.031    0.004 backends.py:959(__call__)
        1    0.000    0.000    0.007    0.007 take.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1821(Helper)
        3    0.000    0.000    0.000    0.000 managers.py:2276(_merge_blocks)
        1    0.000    0.000    0.007    0.007 downloaders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dag.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
      314    0.000    0.000    0.000    0.000 enum.py:236(__set_name__)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
       27    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
      3/2    0.000    0.000    0.000    0.000 <frozen posixpath>:440(_joinrealpath)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
       22    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
       95    0.000    0.000    0.000    0.000 typing.py:288(_check_generic)
      218    0.000    0.000    0.000    0.000 generic.py:572(_get_axis_number)
        5    0.000    0.000    0.003    0.001 parser.py:56(parsestr)
      162    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
       18    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       16    0.000    0.000    0.000    0.000 depth_first_search.py:18(dfs_edges)
      195    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       45    0.000    0.000    0.000    0.000 __init__.py:457(_replace)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1475(__init__)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
      216    0.000    0.000    0.000    0.000 indexing.py:2781(<genexpr>)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
       10    0.000    0.000    0.000    0.000 tree.py:297(add_node)
       22    0.000    0.000    0.000    0.000 numeric.py:290(full)
       52    0.000    0.000    0.000    0.000 accessor.py:76(forbid_nonstring_types)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        5    0.000    0.000    0.004    0.001 version.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:1389(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ops.py:1128(DataSplitter)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
        1    0.000    0.000    0.011    0.011 algorithms.py:1(<module>)
        5    0.000    0.000    0.003    0.001 parser.py:41(parse)
       72    0.000    0.000    0.000    0.000 frame.py:1030(axes)
      127    0.000    0.000    0.000    0.000 typing.py:1267(<genexpr>)
      232    0.000    0.000    0.000    0.000 coreviews.py:299(<genexpr>)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
      144    0.000    0.000    0.000    0.000 common.py:372(apply_if_callable)
        1    0.000    0.000    0.048    0.048 adapters.py:1(<module>)
      145    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      128    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       30    0.000    0.000    0.000    0.000 inspect.py:3083(replace)
        6    0.000    0.000    0.000    0.000 __init__.py:1281(__init__)
       74    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        2    0.000    0.000    0.052    0.026 client.py:1367(getresponse)
       11    0.000    0.000    0.000    0.000 scanner.py:1134(scan_flow_scalar)
        7    0.000    0.000    0.000    0.000 feedparser.py:100(push)
      144    0.000    0.000    0.000    0.000 common.py:152(cast_scalar_indexer)
       34    0.000    0.000    0.000    0.000 generic.py:13611(make_doc)
      117    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
      310    0.000    0.000    0.000    0.000 contextlib.py:428(__init__)
      253    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      103    0.000    0.000    0.000    0.000 typing.py:1037(<genexpr>)
        1    0.000    0.000    0.002    0.002 mst.py:1(<module>)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1685(_array_str_implementation)
      192    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
      127    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       97    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
       25    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.006    0.006 shape_base.py:1(<module>)
      306    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.001    0.000 connectivity.py:1(<module>)
        1    0.000    0.000    2.217    2.217 create_knowledge_graph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        3    0.000    0.000    0.000    0.000 concat.py:1(<module>)
      300    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        3    0.000    0.000    0.002    0.001 parser.py:1(<module>)
        3    0.000    0.000    0.016    0.005 compat.py:1(<module>)
       72    0.000    0.000    0.000    0.000 indexing.py:935(_expand_ellipsis)
       56    0.000    0.000    0.000    0.000 _misc.py:214(<lambda>)
       26    0.000    0.000    0.000    0.000 core.py:7107(getdoc)
       72    0.000    0.000    0.000    0.000 common.py:311(is_null_slice)
        1    0.000    0.000    0.003    0.003 construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.000    0.000 blocks.py:1(<module>)
       22    0.000    0.000    0.000    0.000 enum.py:376(__init__)
        3    0.000    0.000    0.001    0.000 matching.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.002    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        2    0.000    0.000    0.001    0.000 accessors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        3    0.000    0.000    0.004    0.001 accessor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _batch_writer.py:132(__init__)
       55    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
       21    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.001    0.001 resample.py:121(Resampler)
        1    0.000    0.000    0.000    0.000 datetimelike.py:196(DatetimeLikeArrayMixin)
      170    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      130    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        3    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
       11    0.000    0.000    0.000    0.000 managers.py:2246(_stack_arrays)
      4/2    0.000    0.000    0.000    0.000 _ontology.py:191(_retrieve_rdf_linked_list)
       50    0.000    0.000    0.000    0.000 config.py:780(config_prefix)
       11    0.000    0.000    0.000    0.000 __init__.py:217(__getitem__)
       55    0.000    0.000    0.000    0.000 threading.py:1159(name)
        1    0.000    0.000    0.017    0.017 config.py:1(<module>)
      178    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 period.py:121(PeriodArray)
        2    0.000    0.000    0.000    0.000 triads.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:79(point_type)
       70    0.000    0.000    0.000    0.000 notation3.py:743(bind)
        5    0.000    0.000    0.000    0.000 idna.py:155(encode)
       57    0.000    0.000    0.000    0.000 socket.py:732(readable)
       16    0.000    0.000    0.000    0.000 parse.py:819(__getattr__)
    36/25    0.000    0.000    0.019    0.001 more.py:392(__next__)
       60    0.000    0.000    0.010    0.000 typing.py:1235(__or__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      115    0.000    0.000    0.001    0.000 constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.001    0.001 branchings.py:1(<module>)
       44    0.000    0.000    0.000    0.000 getlimits.py:92(_float_to_float)
       84    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        6    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
       27    0.000    0.000    0.000    0.000 decorators.py:108(open_file)
      100    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.048    0.048 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:159(IntervalIndex)
        3    0.000    0.000    0.000    0.000 cast.py:123(maybe_convert_platform)
        2    0.000    0.000    0.004    0.002 dtypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 graph.py:1783(subgraph)
        2    0.000    0.000    0.001    0.000 cluster.py:1(<module>)
        2    0.000    0.000    0.001    0.000 clique.py:1(<module>)
       11    0.000    0.000    0.001    0.000 dataclasses.py:627(_repr_fn)
       66    0.000    0.000    0.000    0.000 enum.py:197(__get__)
      447    0.000    0.000    0.000    0.000 filters.py:21(no_filter)
        1    0.000    0.000    0.006    0.006 connectionpool.py:1(<module>)
       69    0.000    0.000    0.000    0.000 plugin.py:122(register)
        2    0.000    0.000    0.000    0.000 distance_measures.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 edge_augmentation.py:1(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.067    0.033 client.py:981(connect)
        2    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
        1    0.000    0.000    0.000    0.000 _driver.py:53(Driver)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
       12    0.000    0.000    0.002    0.000 feedparser.py:176(_call_parse)
       88    0.000    0.000    0.000    0.000 traceback.py:593(<lambda>)
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
       34    0.000    0.000    0.014    0.000 __init__.py:1266(emit)
       23    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
        2    0.000    0.000    0.002    0.001 decoder.py:1(<module>)
       25    0.000    0.000    0.001    0.000 typing.py:1489(copy_with)
       22    0.000    0.000    0.000    0.000 enum.py:940(_check_for_existing_members_)
        1    0.000    0.000    0.182    0.182 _ontology.py:96(_rdf_to_nx)
      185    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
      143    0.000    0.000    0.000    0.000 _decorators.py:477(__init__)
        3    0.000    0.000    0.120    0.040 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
      146    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 datetimes.py:166(DatetimeArray)
        1    0.000    0.000    0.001    0.001 generic.py:154(SeriesGroupBy)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.003    0.003 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recipes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
      310    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       24    0.000    0.000    0.001    0.000 _misc.py:199(sentencecase_to_pascalcase)
        1    0.000    0.000    0.019    0.019 ssl_.py:1(<module>)
        2    0.000    0.000    0.001    0.001 fnmatch.py:48(filter)
        3    0.000    0.000    0.001    0.000 depth_first_search.py:115(dfs_tree)
      416    0.000    0.000    0.000    0.000 enum.py:1168(__init__)
        1    0.000    0.000    0.006    0.006 ewm.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1305(construct_from_string)
        1    0.000    0.000    0.004    0.004 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
      100    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
       22    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        3    0.000    0.000    0.001    0.000 configs.py:75(__new__)
        1    0.000    0.000    0.001    0.001 constructor.py:1(<module>)
       21    0.000    0.000    0.000    0.000 enum.py:1528(__or__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:290(_expand_vars)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
       40    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       67    0.000    0.000    0.000    0.000 __init__.py:447(_make)
       72    0.000    0.000    0.000    0.000 indexing.py:161(iloc)
       74    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      103    0.000    0.000    0.000    0.000 memory.py:549(namespace)
       42    0.000    0.000    0.000    0.000 __init__.py:447(usesTime)
        1    0.000    0.000    0.002    0.002 maxflow.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _batch_writer.py:1056(parse_label)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
       37    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.003    0.003 masked.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.004    0.004 _metadata.py:16(get_metadata)
       34    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.007    0.007 _char_codes.py:1(<module>)
        2    0.000    0.000    0.001    0.001 graph.py:434(__init__)
      190    0.000    0.000    0.000    0.000 expr.py:182(<genexpr>)
      216    0.000    0.000    0.000    0.000 indexing.py:941(<genexpr>)
        4    0.000    0.000    0.000    0.000 getlimits.py:312(_get_machar)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.005    0.005 traveling_salesman.py:1(<module>)
       40    0.000    0.000    0.000    0.000 decorators.py:830(_count)
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.001    0.001 glob.py:60(_iglob)
      232    0.000    0.000    0.000    0.000 coreviews.py:280(__init__)
       23    0.000    0.000    0.000    0.000 _translate.py:452(name_sentence_to_pascal)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
       22    0.000    0.000    0.000    0.000 traceback.py:165(_format_final_exc_line)
        2    0.000    0.000    0.124    0.062 client.py:1450(connect)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 std.py:245(tqdm)
        6    0.000    0.000    0.000    0.000 __init__.py:401(discover)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.004    0.004 string_.py:1(<module>)
        1    0.000    0.000    0.257    0.257 _get.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _deduplicate.py:54(edge_seen)
        2    0.000    0.000    0.192    0.096 client.py:456(read)
        1    0.000    0.000    0.002    0.002 pydoc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
        1    0.000    0.000    0.180    0.180 parser.py:456(_create_input_source_from_location)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
        1    0.000    0.000    1.125    1.125 graph.py:1375(parse)
        1    0.000    0.000    0.001    0.001 _logger.py:17(get_logger)
        1    0.000    0.000    0.002    0.002 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
       11    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        1    0.000    0.000    0.000    0.000 _neo4j.py:149(_write_edge_headers)
       45    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        4    0.000    0.000    0.000    0.000 message.py:482(items)
        2    0.000    0.000    0.001    0.001 client.py:224(_parse_header_lines)
       11    0.000    0.000    0.000    0.000 omnipath_adapter.py:341(__init__)
        1    0.000    0.000    0.121    0.121 data.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ewm.py:133(ExponentialMovingWindow)
       16    0.000    0.000    0.001    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.040    0.040 __config__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 readers.py:1907(read)
       61    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.016    0.005 __init__.py:74(load)
        1    0.000    0.000    0.009    0.009 _pickle.py:1(<module>)
      291    0.000    0.000    0.000    0.000 graph.py:460(store)
       55    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
      226    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       97    0.000    0.000    0.000    0.000 memory.py:552(prefix)
        2    0.000    0.000    0.000    0.000 glob.py:175(_listdir)
        2    0.000    0.000    0.015    0.008 _translate.py:63(translate_entities)
       19    0.000    0.000    0.001    0.000 constructor.py:215(construct_mapping)
       10    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.001    0.001 apply.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      171    0.000    0.000    0.000    0.000 expr.py:252(_node_not_implemented)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
      224    0.000    0.000    0.000    0.000 coreviews.py:44(__init__)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
      147    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
        2    0.000    0.000    0.057    0.028 ssl.py:1310(do_handshake)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:254(__init__)
